lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,created_at
17,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,173628845,52236010,2025-06-17T02:36:14Z
22,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,16988008,3927908,2025-06-17T02:36:14Z
27,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,32389411,9094263,2025-06-17T02:36:14Z
32,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,15818440,4378195,2025-06-17T02:36:14Z
37,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,169352,25073,2025-06-17T02:36:14Z
42,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,2801993,862782,2025-06-17T02:36:14Z
47,FY2016Q1,Beer,Import Beer,Asia And South Pacific Beer,1759035,382897,2025-06-17T02:36:14Z
52,FY2016Q1,Beer,Import Beer,Europe Beer,25807050,5826618,2025-06-17T02:36:14Z
57,FY2016Q1,Beer,Import Beer,Mexico And Caribbean Beer,13619467,2822927,2025-06-17T02:36:14Z
62,FY2016Q1,Beer,Import Beer,Other Country Beer,38914,9198,2025-06-17T02:36:14Z
67,FY2016Q1,Beer,Import Beer,USA Beer,13395399,3040773,2025-06-17T02:36:14Z
72,FY2016Q1,Refreshment Beverages,Cider,Domestic Cider,14689272,3970864,2025-06-17T02:36:14Z
77,FY2016Q1,Refreshment Beverages,Cider,Import Cider,5718579,1244269,2025-06-17T02:36:14Z
82,FY2016Q1,Refreshment Beverages,Coolers,Malt-Based Coolers,6516653,1475487,2025-06-17T02:36:14Z
87,FY2016Q1,Refreshment Beverages,Coolers,Spirit Coolers,22514801,5359139,2025-06-17T02:36:14Z
92,FY2016Q1,Refreshment Beverages,Coolers,Wine/Fruit Coolers,1008407,200692,2025-06-17T02:36:14Z
97,FY2016Q1,Spirits,Asian Spirits,China Spirits,677963,7408,2025-06-17T02:36:14Z
102,FY2016Q1,Spirits,Asian Spirits,Korea Spirits,526653,29884,2025-06-17T02:36:14Z
107,FY2016Q1,Spirits,Asian Spirits,Other Country Asian Spirits,62574,1960,2025-06-17T02:36:14Z
112,FY2016Q1,Spirits,Gin,Dry Gin,9282504,359331,2025-06-17T02:36:14Z
117,FY2016Q1,Spirits,Gin,Flavoured Gin,287913,10437,2025-06-17T02:36:14Z
122,FY2016Q1,Spirits,Gin,Other Gin,140351,3504,2025-06-17T02:36:14Z
127,FY2016Q1,Spirits,Grape and Fruit Brandy,Armagnac,24738,355,2025-06-17T02:36:14Z
132,FY2016Q1,Spirits,Grape and Fruit Brandy,Brandy,1956349,82729,2025-06-17T02:36:14Z
137,FY2016Q1,Spirits,Grape and Fruit Brandy,Cognac,1727156,12892,2025-06-17T02:36:14Z
142,FY2016Q1,Spirits,Grape and Fruit Brandy,Eau de Vie,182657,4095,2025-06-17T02:36:14Z
147,FY2016Q1,Spirits,Grape and Fruit Brandy,Grappa And Marc,58927,1206,2025-06-17T02:36:14Z
152,FY2016Q1,Spirits,Grape and Fruit Brandy,Pisco,54533,1599,2025-06-17T02:36:14Z
157,FY2016Q1,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,5295987,187837,2025-06-17T02:36:14Z
162,FY2016Q1,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1314002,54685,2025-06-17T02:36:14Z
167,FY2016Q1,Spirits,Liqueurs,Cream/Dairy Liqueurs,5320126,216346,2025-06-17T02:36:14Z
172,FY2016Q1,Spirits,Liqueurs,Fruit Liqueurs,3817997,148449,2025-06-17T02:36:14Z
177,FY2016Q1,Spirits,Liqueurs,Nut Liqueurs,1480347,64648,2025-06-17T02:36:14Z
182,FY2016Q1,Spirits,Liqueurs,Other Liqueurs,463766,17976,2025-06-17T02:36:14Z
187,FY2016Q1,Spirits,Liqueurs,Whiskey Liqueurs,1258669,41412,2025-06-17T02:36:14Z
192,FY2016Q1,Spirits,Other Spirits,Cachaca,39928,1318,2025-06-17T02:36:14Z
197,FY2016Q1,Spirits,Other Spirits,Flavoured Spirits,449749,9556,2025-06-17T02:36:14Z
202,FY2016Q1,Spirits,Other Spirits,Miscellaneous/Other Spirits,304040,11659,2025-06-17T02:36:14Z
207,FY2016Q1,Spirits,Other Spirits,Moonshine Spirits,196054,5558,2025-06-17T02:36:14Z
212,FY2016Q1,Spirits,Other Spirits,Ready to Mix Cocktails,725366,37214,2025-06-17T02:36:14Z
217,FY2016Q1,Spirits,Other Spirits,Ready to Serve Cocktails,503905,26253,2025-06-17T02:36:14Z
222,FY2016Q1,Spirits,Other Spirits,Schnapps and Akvavit,39950,1122,2025-06-17T02:36:14Z
227,FY2016Q1,Spirits,Rum,Amber Rum,5161001,197968,2025-06-17T02:36:14Z
232,FY2016Q1,Spirits,Rum,Dark Rum,2593454,102907,2025-06-17T02:36:14Z
237,FY2016Q1,Spirits,Rum,Flavoured Rum,237595,9976,2025-06-17T02:36:14Z
242,FY2016Q1,Spirits,Rum,Spiced Rum,7162043,264004,2025-06-17T02:36:14Z
247,FY2016Q1,Spirits,Rum,White Rum,7753022,329469,2025-06-17T02:36:14Z
252,FY2016Q1,Spirits,Tequila,Blanco/Silver Tequila,1788367,48557,2025-06-17T02:36:14Z
257,FY2016Q1,Spirits,Tequila,Flavoured Tequila,96775,2695,2025-06-17T02:36:14Z
262,FY2016Q1,Spirits,Tequila,Gold Tequila,4677523,141023,2025-06-17T02:36:14Z
267,FY2016Q1,Spirits,Tequila,Mezcal,87480,1388,2025-06-17T02:36:14Z
272,FY2016Q1,Spirits,Vodka,Flavoured Vodka,3190164,122320,2025-06-17T02:36:14Z
277,FY2016Q1,Spirits,Vodka,Straight Vodka,46791552,1898311,2025-06-17T02:36:14Z
282,FY2016Q1,Spirits,Whisky,American Whiskey,2049406,64982,2025-06-17T02:36:14Z
287,FY2016Q1,Spirits,Whisky,Blended Malt Scotch Whisky,48920,590,2025-06-17T02:36:14Z
292,FY2016Q1,Spirits,Whisky,Blended Scotch Whisky,6750987,242342,2025-06-17T02:36:14Z
297,FY2016Q1,Spirits,Whisky,Bourbon Whiskey,2309881,65814,2025-06-17T02:36:14Z
302,FY2016Q1,Spirits,Whisky,Canadian Whisky,23963353,984616,2025-06-17T02:36:14Z
307,FY2016Q1,Spirits,Whisky,Flavoured Whisky,0,0,2025-06-17T02:36:14Z
312,FY2016Q1,Spirits,Whisky,Irish Whiskey,1778510,53275,2025-06-17T02:36:14Z
317,FY2016Q1,Spirits,Whisky,Other Country Whisky,148700,1663,2025-06-17T02:36:14Z
322,FY2016Q1,Spirits,Whisky,Single Malt Scotch Whisky,6859677,96202,2025-06-17T02:36:14Z
327,FY2016Q1,Wine,Argentina Wine,Argentina Red Wine,8244914,592789,2025-06-17T02:36:14Z
332,FY2016Q1,Wine,Argentina Wine,Argentina Rose Wine,113618,8962,2025-06-17T02:36:14Z
337,FY2016Q1,Wine,Argentina Wine,Argentina Sparkling Wine,16860,894,2025-06-17T02:36:14Z
342,FY2016Q1,Wine,Argentina Wine,Argentina White Wine,827512,71685,2025-06-17T02:36:14Z
347,FY2016Q1,Wine,Australia Wine,Australia Red Wine,9468804,663348,2025-06-17T02:36:14Z
352,FY2016Q1,Wine,Australia Wine,Australia Rose Wine,145012,11588,2025-06-17T02:36:14Z
357,FY2016Q1,Wine,Australia Wine,Australia Sparkling Wine,574526,46953,2025-06-17T02:36:14Z
362,FY2016Q1,Wine,Australia Wine,Australia White Wine,5258383,482513,2025-06-17T02:36:14Z
367,FY2016Q1,Wine,Austria Wine,Austria Red Wine,8474,345,2025-06-17T02:36:14Z
372,FY2016Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2025-06-17T02:36:14Z
377,FY2016Q1,Wine,Austria Wine,Austria Sparkling Wine,0,0,2025-06-17T02:36:14Z
382,FY2016Q1,Wine,Austria Wine,Austria White Wine,62759,2804,2025-06-17T02:36:14Z
387,FY2016Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,21066,1755,2025-06-17T02:36:14Z
392,FY2016Q1,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2025-06-17T02:36:14Z
397,FY2016Q1,Wine,Bulgaria Wine,Bulgaria White Wine,0,0,2025-06-17T02:36:14Z
402,FY2016Q1,Wine,Canada - BC,Canada - BC Dessert Wine,132698,3121,2025-06-17T02:36:14Z
407,FY2016Q1,Wine,Canada - BC,Canada - BC Fruit Wine,641861,26483,2025-06-17T02:36:14Z
412,FY2016Q1,Wine,Canada - BC,Canada - BC Ice Wine,1168465,10298,2025-06-17T02:36:14Z
417,FY2016Q1,Wine,Canada - BC,Canada - BC Red Wine,43033364,3754367,2025-06-17T02:36:14Z
422,FY2016Q1,Wine,Canada - BC,Canada - BC Rose Wine,3912540,287735,2025-06-17T02:36:14Z
427,FY2016Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,1230263,53261,2025-06-17T02:36:14Z
432,FY2016Q1,Wine,Canada - BC,Canada - BC White Wine,48466259,4646706,2025-06-17T02:36:14Z
437,FY2016Q1,Wine,Canada - Other,Canada - Other Dessert Wine,5054,162,2025-06-17T02:36:14Z
442,FY2016Q1,Wine,Canada - Other,Canada - Other Fruit Wine,33833,636,2025-06-17T02:36:14Z
447,FY2016Q1,Wine,Canada - Other,Canada - Other Ice Wine,1152679,15201,2025-06-17T02:36:14Z
452,FY2016Q1,Wine,Canada - Other,Canada - Other Red Wine,29939,1793,2025-06-17T02:36:14Z
457,FY2016Q1,Wine,Canada - Other,Canada - Other Rose Wine,716,45,2025-06-17T02:36:14Z
462,FY2016Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,311880,48928,2025-06-17T02:36:14Z
467,FY2016Q1,Wine,Canada - Other,Canada - Other White Wine,20279,1353,2025-06-17T02:36:14Z
472,FY2016Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,6734,216,2025-06-17T02:36:14Z
477,FY2016Q1,Wine,Chile Wine,Chile Red Wine,5539326,502405,2025-06-17T02:36:14Z
482,FY2016Q1,Wine,Chile Wine,Chile Rose Wine,94845,8428,2025-06-17T02:36:14Z
487,FY2016Q1,Wine,Chile Wine,Chile Sparkling Wine,36726,2210,2025-06-17T02:36:14Z
492,FY2016Q1,Wine,Chile Wine,Chile White Wine,2582688,260251,2025-06-17T02:36:14Z
497,FY2016Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
502,FY2016Q1,Wine,China Wine,China Red Wine,0,0,2025-06-17T02:36:14Z
507,FY2016Q1,Wine,China Wine,China White Wine,0,0,2025-06-17T02:36:14Z
512,FY2016Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,1290321,156806,2025-06-17T02:36:14Z
517,FY2016Q1,Wine,Fortified Wine,Other Fortified Import Wine,412595,30339,2025-06-17T02:36:14Z
522,FY2016Q1,Wine,Fortified Wine,Port Wine,451834,15205,2025-06-17T02:36:14Z
527,FY2016Q1,Wine,Fortified Wine,Sherry Wine,213265,12552,2025-06-17T02:36:14Z
532,FY2016Q1,Wine,Fortified Wine,Vermouth Wine,485392,52654,2025-06-17T02:36:14Z
537,FY2016Q1,Wine,France Wine,France Champagne Wine,2167852,24893,2025-06-17T02:36:14Z
542,FY2016Q1,Wine,France Wine,France Fruit and Dessert Wine,35258,572,2025-06-17T02:36:14Z
547,FY2016Q1,Wine,France Wine,France Red Wine,6906516,333393,2025-06-17T02:36:14Z
552,FY2016Q1,Wine,France Wine,France Rose Wine,1397875,82835,2025-06-17T02:36:14Z
557,FY2016Q1,Wine,France Wine,France Sparkling Wine,522628,31171,2025-06-17T02:36:14Z
562,FY2016Q1,Wine,France Wine,France White Wine,2876133,163554,2025-06-17T02:36:14Z
567,FY2016Q1,Wine,Georgia Wine,Georgia Red Wine,27546,1477,2025-06-17T02:36:14Z
572,FY2016Q1,Wine,Georgia Wine,Georgia White Wine,0,0,2025-06-17T02:36:14Z
577,FY2016Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
582,FY2016Q1,Wine,Germany Wine,Germany Red Wine,28951,2291,2025-06-17T02:36:14Z
587,FY2016Q1,Wine,Germany Wine,Germany Rose Wine,15124,1376,2025-06-17T02:36:14Z
592,FY2016Q1,Wine,Germany Wine,Germany Sparkling Wine,497203,31299,2025-06-17T02:36:14Z
597,FY2016Q1,Wine,Germany Wine,Germany White Wine,1467616,108090,2025-06-17T02:36:14Z
602,FY2016Q1,Wine,Greece Wine,Greece Red Wine,106902,9374,2025-06-17T02:36:14Z
607,FY2016Q1,Wine,Greece Wine,Greece Rose Wine,0,0,2025-06-17T02:36:14Z
612,FY2016Q1,Wine,Greece Wine,Greece White Wine,110736,10271,2025-06-17T02:36:14Z
617,FY2016Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,16132,491,2025-06-17T02:36:14Z
622,FY2016Q1,Wine,Hungary Wine,Hungary Red Wine,36556,3050,2025-06-17T02:36:14Z
627,FY2016Q1,Wine,Hungary Wine,Hungary Sparkling Wine,33098,2810,2025-06-17T02:36:14Z
632,FY2016Q1,Wine,Hungary Wine,Hungary White Wine,164947,15784,2025-06-17T02:36:14Z
637,FY2016Q1,Wine,Israel Wine,Israel Red Wine,35980,1911,2025-06-17T02:36:14Z
642,FY2016Q1,Wine,Israel Wine,Israel Rose Wine,4994,302,2025-06-17T02:36:14Z
647,FY2016Q1,Wine,Israel Wine,Israel White Wine,7999,470,2025-06-17T02:36:14Z
652,FY2016Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,1222,9,2025-06-17T02:36:14Z
657,FY2016Q1,Wine,Italy Wine,Italy Red Wine,8698857,533868,2025-06-17T02:36:14Z
662,FY2016Q1,Wine,Italy Wine,Italy Rose Wine,181644,10222,2025-06-17T02:36:14Z
667,FY2016Q1,Wine,Italy Wine,Italy Sparkling Wine,944876,56038,2025-06-17T02:36:14Z
672,FY2016Q1,Wine,Italy Wine,Italy White Wine,4376841,341145,2025-06-17T02:36:14Z
677,FY2016Q1,Wine,Italy Wine,Prosecco Wine,2298584,127832,2025-06-17T02:36:14Z
682,FY2016Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
687,FY2016Q1,Wine,New Zealand Wine,New Zealand Red Wine,592637,27672,2025-06-17T02:36:14Z
692,FY2016Q1,Wine,New Zealand Wine,New Zealand Rose Wine,95897,5744,2025-06-17T02:36:14Z
697,FY2016Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,80910,3368,2025-06-17T02:36:14Z
702,FY2016Q1,Wine,New Zealand Wine,New Zealand White Wine,9455713,540564,2025-06-17T02:36:14Z
707,FY2016Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,175446,12631,2025-06-17T02:36:14Z
712,FY2016Q1,Wine,Other Country Wine,Other Country Red Wine,30823,1766,2025-06-17T02:36:14Z
717,FY2016Q1,Wine,Other Country Wine,Other Country Rose Wine,1366,54,2025-06-17T02:36:14Z
722,FY2016Q1,Wine,Other Country Wine,Other Country Sparkling Wine,9551,684,2025-06-17T02:36:14Z
727,FY2016Q1,Wine,Other Country Wine,Other Country White Wine,13656,712,2025-06-17T02:36:14Z
732,FY2016Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,148072,10704,2025-06-17T02:36:14Z
737,FY2016Q1,Wine,Other Style Wine,Mead,1343,51,2025-06-17T02:36:14Z
742,FY2016Q1,Wine,Other Style Wine,Rice Wine,35481,2525,2025-06-17T02:36:14Z
747,FY2016Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
752,FY2016Q1,Wine,Portugal Wine,Portugal Red Wine,394985,29806,2025-06-17T02:36:14Z
757,FY2016Q1,Wine,Portugal Wine,Portugal Rose Wine,184509,20372,2025-06-17T02:36:14Z
762,FY2016Q1,Wine,Portugal Wine,Portugal Sparkling Wine,0,0,2025-06-17T02:36:14Z
767,FY2016Q1,Wine,Portugal Wine,Portugal White Wine,389558,34076,2025-06-17T02:36:14Z
772,FY2016Q1,Wine,Sake,Japan Sake,657444,25717,2025-06-17T02:36:14Z
777,FY2016Q1,Wine,Sake,Other Country Sake,65315,2709,2025-06-17T02:36:14Z
782,FY2016Q1,Wine,Sake,USA Sake,651470,78121,2025-06-17T02:36:14Z
787,FY2016Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
792,FY2016Q1,Wine,South Africa Wine,South Africa Red Wine,1220752,93374,2025-06-17T02:36:14Z
797,FY2016Q1,Wine,South Africa Wine,South Africa Rose Wine,12716,993,2025-06-17T02:36:14Z
802,FY2016Q1,Wine,South Africa Wine,South Africa Sparkling Wine,30058,2110,2025-06-17T02:36:14Z
807,FY2016Q1,Wine,South Africa Wine,South Africa White Wine,966809,92148,2025-06-17T02:36:14Z
812,FY2016Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
817,FY2016Q1,Wine,Spain Wine,Spain Red Wine,3604775,240762,2025-06-17T02:36:14Z
822,FY2016Q1,Wine,Spain Wine,Spain Rose Wine,88808,6312,2025-06-17T02:36:14Z
827,FY2016Q1,Wine,Spain Wine,Spain Sparkling Wine,854703,54206,2025-06-17T02:36:14Z
832,FY2016Q1,Wine,Spain Wine,Spain White Wine,278546,18275,2025-06-17T02:36:14Z
837,FY2016Q1,Wine,USA Wine,USA Fruit and Dessert Wine,1289,29,2025-06-17T02:36:14Z
842,FY2016Q1,Wine,USA Wine,USA Red Wine,18589284,1115007,2025-06-17T02:36:14Z
847,FY2016Q1,Wine,USA Wine,USA Rose Wine,939833,120561,2025-06-17T02:36:14Z
852,FY2016Q1,Wine,USA Wine,USA Sparkling Wine,309684,21698,2025-06-17T02:36:14Z
857,FY2016Q1,Wine,USA Wine,USA White Wine,7200300,587825,2025-06-17T02:36:14Z
862,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,163756001,49519951,2025-06-17T02:36:14Z
867,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,20686134,4775776,2025-06-17T02:36:14Z
872,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,34532790,9722444,2025-06-17T02:36:14Z
877,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,15679261,4332159,2025-06-17T02:36:14Z
882,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,209169,30976,2025-06-17T02:36:14Z
887,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,2921565,852399,2025-06-17T02:36:14Z
892,FY2016Q2,Beer,Import Beer,Asia And South Pacific Beer,1935735,415405,2025-06-17T02:36:14Z
897,FY2016Q2,Beer,Import Beer,Europe Beer,27532078,6200342,2025-06-17T02:36:14Z
902,FY2016Q2,Beer,Import Beer,Mexico And Caribbean Beer,14744190,3023266,2025-06-17T02:36:14Z
907,FY2016Q2,Beer,Import Beer,Other Country Beer,48241,10993,2025-06-17T02:36:14Z
912,FY2016Q2,Beer,Import Beer,USA Beer,14268206,3359540,2025-06-17T02:36:14Z
917,FY2016Q2,Refreshment Beverages,Cider,Domestic Cider,16521829,4425536,2025-06-17T02:36:14Z
922,FY2016Q2,Refreshment Beverages,Cider,Import Cider,6201816,1360866,2025-06-17T02:36:14Z
927,FY2016Q2,Refreshment Beverages,Coolers,Malt-Based Coolers,7011127,1607639,2025-06-17T02:36:14Z
932,FY2016Q2,Refreshment Beverages,Coolers,Spirit Coolers,25980848,6083320,2025-06-17T02:36:14Z
937,FY2016Q2,Refreshment Beverages,Coolers,Wine/Fruit Coolers,1072345,222538,2025-06-17T02:36:14Z
942,FY2016Q2,Spirits,Asian Spirits,China Spirits,1146021,9741,2025-06-17T02:36:14Z
947,FY2016Q2,Spirits,Asian Spirits,Korea Spirits,533235,30273,2025-06-17T02:36:14Z
952,FY2016Q2,Spirits,Asian Spirits,Other Country Asian Spirits,67483,2057,2025-06-17T02:36:14Z
957,FY2016Q2,Spirits,Gin,Dry Gin,10973775,422730,2025-06-17T02:36:14Z
962,FY2016Q2,Spirits,Gin,Flavoured Gin,343050,12636,2025-06-17T02:36:14Z
967,FY2016Q2,Spirits,Gin,Other Gin,182747,4209,2025-06-17T02:36:14Z
972,FY2016Q2,Spirits,Grape and Fruit Brandy,Armagnac,104563,772,2025-06-17T02:36:14Z
977,FY2016Q2,Spirits,Grape and Fruit Brandy,Brandy,2297736,97159,2025-06-17T02:36:14Z
982,FY2016Q2,Spirits,Grape and Fruit Brandy,Cognac,2259902,18535,2025-06-17T02:36:14Z
987,FY2016Q2,Spirits,Grape and Fruit Brandy,Eau de Vie,220274,4791,2025-06-17T02:36:14Z
992,FY2016Q2,Spirits,Grape and Fruit Brandy,Grappa And Marc,62369,1414,2025-06-17T02:36:14Z
997,FY2016Q2,Spirits,Grape and Fruit Brandy,Pisco,76854,2094,2025-06-17T02:36:14Z
1002,FY2016Q2,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,5777965,204001,2025-06-17T02:36:14Z
1007,FY2016Q2,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1754771,73945,2025-06-17T02:36:14Z
1012,FY2016Q2,Spirits,Liqueurs,Cream/Dairy Liqueurs,6423008,264183,2025-06-17T02:36:14Z
1017,FY2016Q2,Spirits,Liqueurs,Fruit Liqueurs,4271418,167598,2025-06-17T02:36:14Z
1022,FY2016Q2,Spirits,Liqueurs,Nut Liqueurs,1494587,66033,2025-06-17T02:36:14Z
1027,FY2016Q2,Spirits,Liqueurs,Other Liqueurs,567498,20582,2025-06-17T02:36:14Z
1032,FY2016Q2,Spirits,Liqueurs,Whiskey Liqueurs,1437273,48361,2025-06-17T02:36:14Z
1037,FY2016Q2,Spirits,Other Spirits,Cachaca,47343,1455,2025-06-17T02:36:14Z
1042,FY2016Q2,Spirits,Other Spirits,Flavoured Spirits,557607,11951,2025-06-17T02:36:14Z
1047,FY2016Q2,Spirits,Other Spirits,Miscellaneous/Other Spirits,483804,13989,2025-06-17T02:36:14Z
1052,FY2016Q2,Spirits,Other Spirits,Moonshine Spirits,218267,6142,2025-06-17T02:36:14Z
1057,FY2016Q2,Spirits,Other Spirits,Ready to Mix Cocktails,775101,40005,2025-06-17T02:36:14Z
1062,FY2016Q2,Spirits,Other Spirits,Ready to Serve Cocktails,554516,29541,2025-06-17T02:36:14Z
1067,FY2016Q2,Spirits,Other Spirits,Schnapps and Akvavit,65349,1784,2025-06-17T02:36:14Z
1072,FY2016Q2,Spirits,Rum,Amber Rum,5798807,222862,2025-06-17T02:36:14Z
1077,FY2016Q2,Spirits,Rum,Dark Rum,2825395,111689,2025-06-17T02:36:14Z
1082,FY2016Q2,Spirits,Rum,Flavoured Rum,262277,10880,2025-06-17T02:36:14Z
1087,FY2016Q2,Spirits,Rum,Spiced Rum,7832219,288757,2025-06-17T02:36:14Z
1092,FY2016Q2,Spirits,Rum,White Rum,8643607,369295,2025-06-17T02:36:14Z
1097,FY2016Q2,Spirits,Tequila,Blanco/Silver Tequila,2035616,55300,2025-06-17T02:36:14Z
1102,FY2016Q2,Spirits,Tequila,Flavoured Tequila,117312,3142,2025-06-17T02:36:14Z
1107,FY2016Q2,Spirits,Tequila,Gold Tequila,5527895,167096,2025-06-17T02:36:14Z
1112,FY2016Q2,Spirits,Tequila,Mezcal,83181,1282,2025-06-17T02:36:14Z
1117,FY2016Q2,Spirits,Vodka,Flavoured Vodka,3733985,143655,2025-06-17T02:36:14Z
1122,FY2016Q2,Spirits,Vodka,Straight Vodka,51157090,2054247,2025-06-17T02:36:14Z
1127,FY2016Q2,Spirits,Whisky,American Whiskey,2339247,74406,2025-06-17T02:36:14Z
1132,FY2016Q2,Spirits,Whisky,Blended Malt Scotch Whisky,54434,663,2025-06-17T02:36:14Z
1137,FY2016Q2,Spirits,Whisky,Blended Scotch Whisky,6971000,244767,2025-06-17T02:36:14Z
1142,FY2016Q2,Spirits,Whisky,Bourbon Whiskey,2467404,71203,2025-06-17T02:36:14Z
1147,FY2016Q2,Spirits,Whisky,Canadian Whisky,24635813,1015300,2025-06-17T02:36:14Z
1152,FY2016Q2,Spirits,Whisky,Flavoured Whisky,48120,1804,2025-06-17T02:36:14Z
1157,FY2016Q2,Spirits,Whisky,Irish Whiskey,2010578,58909,2025-06-17T02:36:14Z
1162,FY2016Q2,Spirits,Whisky,Other Country Whisky,265458,2822,2025-06-17T02:36:14Z
1167,FY2016Q2,Spirits,Whisky,Single Malt Scotch Whisky,7156578,98549,2025-06-17T02:36:14Z
1172,FY2016Q2,Wine,Argentina Wine,Argentina Red Wine,8199738,578593,2025-06-17T02:36:14Z
1177,FY2016Q2,Wine,Argentina Wine,Argentina Rose Wine,93491,7521,2025-06-17T02:36:14Z
1182,FY2016Q2,Wine,Argentina Wine,Argentina Sparkling Wine,6579,351,2025-06-17T02:36:14Z
1187,FY2016Q2,Wine,Argentina Wine,Argentina White Wine,891934,78515,2025-06-17T02:36:14Z
1192,FY2016Q2,Wine,Australia Wine,Australia Red Wine,9752784,688126,2025-06-17T02:36:14Z
1197,FY2016Q2,Wine,Australia Wine,Australia Rose Wine,161663,14618,2025-06-17T02:36:14Z
1202,FY2016Q2,Wine,Australia Wine,Australia Sparkling Wine,561423,45411,2025-06-17T02:36:14Z
1207,FY2016Q2,Wine,Australia Wine,Australia White Wine,5395647,502502,2025-06-17T02:36:14Z
1212,FY2016Q2,Wine,Austria Wine,Austria Red Wine,7794,360,2025-06-17T02:36:14Z
1217,FY2016Q2,Wine,Austria Wine,Austria Rose Wine,1274,50,2025-06-17T02:36:14Z
1222,FY2016Q2,Wine,Austria Wine,Austria Sparkling Wine,0,0,2025-06-17T02:36:14Z
1227,FY2016Q2,Wine,Austria Wine,Austria White Wine,57437,2561,2025-06-17T02:36:14Z
1232,FY2016Q2,Wine,Bulgaria Wine,Bulgaria Red Wine,15583,1346,2025-06-17T02:36:14Z
1237,FY2016Q2,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2025-06-17T02:36:14Z
1242,FY2016Q2,Wine,Bulgaria Wine,Bulgaria White Wine,204,18,2025-06-17T02:36:14Z
1247,FY2016Q2,Wine,Canada - BC,Canada - BC Dessert Wine,298668,6663,2025-06-17T02:36:14Z
1252,FY2016Q2,Wine,Canada - BC,Canada - BC Fruit Wine,1642446,73242,2025-06-17T02:36:14Z
1257,FY2016Q2,Wine,Canada - BC,Canada - BC Ice Wine,2823478,21484,2025-06-17T02:36:14Z
1262,FY2016Q2,Wine,Canada - BC,Canada - BC Red Wine,56420736,4372880,2025-06-17T02:36:14Z
1267,FY2016Q2,Wine,Canada - BC,Canada - BC Rose Wine,5551134,378933,2025-06-17T02:36:14Z
1272,FY2016Q2,Wine,Canada - BC,Canada - BC Sparkling Wine,2170864,93093,2025-06-17T02:36:14Z
1277,FY2016Q2,Wine,Canada - BC,Canada - BC White Wine,61788492,5528378,2025-06-17T02:36:14Z
1282,FY2016Q2,Wine,Canada - Other,Canada - Other Dessert Wine,3510,112,2025-06-17T02:36:14Z
1287,FY2016Q2,Wine,Canada - Other,Canada - Other Fruit Wine,22990,418,2025-06-17T02:36:14Z
1292,FY2016Q2,Wine,Canada - Other,Canada - Other Ice Wine,1405968,17689,2025-06-17T02:36:14Z
1297,FY2016Q2,Wine,Canada - Other,Canada - Other Red Wine,94156,3331,2025-06-17T02:36:14Z
1302,FY2016Q2,Wine,Canada - Other,Canada - Other Rose Wine,143,9,2025-06-17T02:36:14Z
