lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,created_at
17032,FY2021Q4,Wine,Sake,Japan Sake,1859796,50789,2025-06-17T02:36:14Z
17037,FY2021Q4,Wine,Sake,Other Country Sake,77250,4083,2025-06-17T02:36:14Z
17042,FY2021Q4,Wine,Sake,USA Sake,740547,79435,2025-06-17T02:36:14Z
17047,FY2021Q4,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,6934,45,2025-06-17T02:36:14Z
17052,FY2021Q4,Wine,South Africa Wine,South Africa Red Wine,1290499,109375,2025-06-17T02:36:14Z
17057,FY2021Q4,Wine,South Africa Wine,South Africa Rose Wine,9108,706,2025-06-17T02:36:14Z
17062,FY2021Q4,Wine,South Africa Wine,South Africa Sparkling Wine,5198,230,2025-06-17T02:36:14Z
17067,FY2021Q4,Wine,South Africa Wine,South Africa White Wine,895251,83876,2025-06-17T02:36:14Z
17072,FY2021Q4,Wine,Spain Wine,Spain Fruit and Dessert Wine,5610,162,2025-06-17T02:36:14Z
17077,FY2021Q4,Wine,Spain Wine,Spain Red Wine,4881870,410721,2025-06-17T02:36:14Z
17082,FY2021Q4,Wine,Spain Wine,Spain Rose Wine,295574,39519,2025-06-17T02:36:14Z
17087,FY2021Q4,Wine,Spain Wine,Spain Sparkling Wine,925529,56988,2025-06-17T02:36:14Z
17092,FY2021Q4,Wine,Spain Wine,Spain White Wine,717705,81382,2025-06-17T02:36:14Z
17097,FY2021Q4,Wine,USA Wine,USA Fruit and Dessert Wine,1297,66,2025-06-17T02:36:14Z
17102,FY2021Q4,Wine,USA Wine,USA Red Wine,22399628,1138444,2025-06-17T02:36:14Z
17107,FY2021Q4,Wine,USA Wine,USA Rose Wine,1009161,107800,2025-06-17T02:36:14Z
17112,FY2021Q4,Wine,USA Wine,USA Sparkling Wine,258367,13009,2025-06-17T02:36:14Z
17117,FY2021Q4,Wine,USA Wine,USA White Wine,5653708,381230,2025-06-17T02:36:14Z
17122,FY2022Q1,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,129414971,36875706,2025-06-17T02:36:14Z
17127,FY2022Q1,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,41395426,8207821,2025-06-17T02:36:14Z
17132,FY2022Q1,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,51256733,13581174,2025-06-17T02:36:14Z
17137,FY2022Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,46994831,11035881,2025-06-17T02:36:14Z
17142,FY2022Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,202738,28223,2025-06-17T02:36:14Z
17147,FY2022Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,809845,206978,2025-06-17T02:36:14Z
17152,FY2022Q1,Beer,Import Beer,Asia And South Pacific Beer,1243069,239888,2025-06-17T02:36:14Z
17157,FY2022Q1,Beer,Import Beer,Europe Beer,21474864,4832013,2025-06-17T02:36:14Z
17162,FY2022Q1,Beer,Import Beer,Mexico And Caribbean Beer,3689701,757252,2025-06-17T02:36:14Z
17167,FY2022Q1,Beer,Import Beer,Other Country Beer,117914,26884,2025-06-17T02:36:14Z
17172,FY2022Q1,Beer,Import Beer,USA Beer,2078953,444376,2025-06-17T02:36:14Z
17177,FY2022Q1,Refreshment Beverages,Cider,Domestic Cider,19958133,4457564,2025-06-17T02:36:14Z
17182,FY2022Q1,Refreshment Beverages,Cider,Import Cider,3463889,755612,2025-06-17T02:36:14Z
17187,FY2022Q1,Refreshment Beverages,Coolers,Malt-Based Coolers,2262289,476866,2025-06-17T02:36:14Z
17192,FY2022Q1,Refreshment Beverages,Coolers,Spirit Coolers,104595796,22796328,2025-06-17T02:36:14Z
17197,FY2022Q1,Refreshment Beverages,Coolers,Wine/Fruit Coolers,2289845,365580,2025-06-17T02:36:14Z
17202,FY2022Q1,Spirits,Asian Spirits,China Spirits,661151,13005,2025-06-17T02:36:14Z
17207,FY2022Q1,Spirits,Asian Spirits,Korea Spirits,852624,49369,2025-06-17T02:36:14Z
17212,FY2022Q1,Spirits,Asian Spirits,Other Country Asian Spirits,127591,2860,2025-06-17T02:36:14Z
17217,FY2022Q1,Spirits,Gin,Dry Gin,14919052,490723,2025-06-17T02:36:14Z
17222,FY2022Q1,Spirits,Gin,Flavoured Gin,1793506,54285,2025-06-17T02:36:14Z
17227,FY2022Q1,Spirits,Gin,Other Gin,404298,8158,2025-06-17T02:36:14Z
17232,FY2022Q1,Spirits,Grape and Fruit Brandy,Armagnac,58093,483,2025-06-17T02:36:14Z
17237,FY2022Q1,Spirits,Grape and Fruit Brandy,Brandy,2314937,86695,2025-06-17T02:36:14Z
17242,FY2022Q1,Spirits,Grape and Fruit Brandy,Cognac,2323231,21548,2025-06-17T02:36:14Z
17247,FY2022Q1,Spirits,Grape and Fruit Brandy,Eau de Vie,244044,5796,2025-06-17T02:36:14Z
17252,FY2022Q1,Spirits,Grape and Fruit Brandy,Grappa And Marc,70008,1463,2025-06-17T02:36:14Z
17257,FY2022Q1,Spirits,Grape and Fruit Brandy,Pisco,89438,2421,2025-06-17T02:36:14Z
17262,FY2022Q1,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,7672267,279215,2025-06-17T02:36:14Z
17267,FY2022Q1,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1712578,68782,2025-06-17T02:36:14Z
17272,FY2022Q1,Spirits,Liqueurs,Cream/Dairy Liqueurs,8908719,347730,2025-06-17T02:36:14Z
17277,FY2022Q1,Spirits,Liqueurs,Fruit Liqueurs,5118824,177986,2025-06-17T02:36:14Z
17282,FY2022Q1,Spirits,Liqueurs,Nut Liqueurs,1748638,71732,2025-06-17T02:36:14Z
17287,FY2022Q1,Spirits,Liqueurs,Other Liqueurs,794521,25428,2025-06-17T02:36:14Z
17292,FY2022Q1,Spirits,Liqueurs,Whiskey Liqueurs,1225693,42801,2025-06-17T02:36:14Z
17297,FY2022Q1,Spirits,Other Spirits,Cachaca,51000,1376,2025-06-17T02:36:14Z
17302,FY2022Q1,Spirits,Other Spirits,Flavoured Spirits,110162,2200,2025-06-17T02:36:14Z
17307,FY2022Q1,Spirits,Other Spirits,Miscellaneous/Other Spirits,315715,5789,2025-06-17T02:36:14Z
17312,FY2022Q1,Spirits,Other Spirits,Moonshine Spirits,319804,7511,2025-06-17T02:36:14Z
17317,FY2022Q1,Spirits,Other Spirits,Ready to Mix Cocktails,455998,24498,2025-06-17T02:36:14Z
17322,FY2022Q1,Spirits,Other Spirits,Ready to Serve Cocktails,1742852,110369,2025-06-17T02:36:14Z
17327,FY2022Q1,Spirits,Other Spirits,Schnapps and Akvavit,53098,1340,2025-06-17T02:36:14Z
17332,FY2022Q1,Spirits,Rum,Amber Rum,6108770,207239,2025-06-17T02:36:14Z
17337,FY2022Q1,Spirits,Rum,Dark Rum,2831889,102817,2025-06-17T02:36:14Z
17342,FY2022Q1,Spirits,Rum,Flavoured Rum,744698,26419,2025-06-17T02:36:14Z
17347,FY2022Q1,Spirits,Rum,Spiced Rum,6923773,241691,2025-06-17T02:36:14Z
17352,FY2022Q1,Spirits,Rum,White Rum,7272574,308724,2025-06-17T02:36:14Z
17357,FY2022Q1,Spirits,Tequila,Blanco/Silver Tequila,7369876,167570,2025-06-17T02:36:14Z
17362,FY2022Q1,Spirits,Tequila,Flavoured Tequila,405139,10753,2025-06-17T02:36:14Z
17367,FY2022Q1,Spirits,Tequila,Gold Tequila,10084602,214805,2025-06-17T02:36:14Z
17372,FY2022Q1,Spirits,Tequila,Mezcal,703362,10364,2025-06-17T02:36:14Z
17377,FY2022Q1,Spirits,Vodka,Flavoured Vodka,6651406,233385,2025-06-17T02:36:14Z
17382,FY2022Q1,Spirits,Vodka,Straight Vodka,55824882,2216329,2025-06-17T02:36:14Z
17387,FY2022Q1,Spirits,Whisky,American Whiskey,2423753,66644,2025-06-17T02:36:14Z
17392,FY2022Q1,Spirits,Whisky,Blended Malt Scotch Whisky,164997,2651,2025-06-17T02:36:14Z
17397,FY2022Q1,Spirits,Whisky,Blended Scotch Whisky,7451728,237906,2025-06-17T02:36:14Z
17402,FY2022Q1,Spirits,Whisky,Bourbon Whiskey,4989023,122812,2025-06-17T02:36:14Z
17407,FY2022Q1,Spirits,Whisky,Canadian Whisky,29092839,1108815,2025-06-17T02:36:14Z
17412,FY2022Q1,Spirits,Whisky,Flavoured Whisky,211138,5990,2025-06-17T02:36:14Z
17417,FY2022Q1,Spirits,Whisky,Irish Whiskey,4359002,113590,2025-06-17T02:36:14Z
17422,FY2022Q1,Spirits,Whisky,Other Country Whisky,1199551,14761,2025-06-17T02:36:14Z
17427,FY2022Q1,Spirits,Whisky,Single Malt Scotch Whisky,10415874,128020,2025-06-17T02:36:14Z
17432,FY2022Q1,Wine,Argentina Wine,Argentina Red Wine,6114091,439011,2025-06-17T02:36:14Z
17437,FY2022Q1,Wine,Argentina Wine,Argentina Rose Wine,204774,21460,2025-06-17T02:36:14Z
17442,FY2022Q1,Wine,Argentina Wine,Argentina Sparkling Wine,5449,270,2025-06-17T02:36:14Z
17447,FY2022Q1,Wine,Argentina Wine,Argentina White Wine,430079,37074,2025-06-17T02:36:14Z
17452,FY2022Q1,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17457,FY2022Q1,Wine,Australia Wine,Australia Red Wine,7018184,488984,2025-06-17T02:36:14Z
17462,FY2022Q1,Wine,Australia Wine,Australia Rose Wine,445785,35469,2025-06-17T02:36:14Z
17467,FY2022Q1,Wine,Australia Wine,Australia Sparkling Wine,876303,64548,2025-06-17T02:36:14Z
17472,FY2022Q1,Wine,Australia Wine,Australia White Wine,4510065,419735,2025-06-17T02:36:14Z
17477,FY2022Q1,Wine,Austria Wine,Austria Fruit and Dessert Wine,149,2,2025-06-17T02:36:14Z
17482,FY2022Q1,Wine,Austria Wine,Austria Red Wine,50395,1646,2025-06-17T02:36:14Z
17487,FY2022Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2025-06-17T02:36:14Z
17492,FY2022Q1,Wine,Austria Wine,Austria Sparkling Wine,664,27,2025-06-17T02:36:14Z
17497,FY2022Q1,Wine,Austria Wine,Austria White Wine,57226,1808,2025-06-17T02:36:14Z
17502,FY2022Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,1774,90,2025-06-17T02:36:14Z
17507,FY2022Q1,Wine,Bulgaria Wine,Bulgaria Rose Wine,0,0,2025-06-17T02:36:14Z
17512,FY2022Q1,Wine,Bulgaria Wine,Bulgaria White Wine,0,0,2025-06-17T02:36:14Z
17517,FY2022Q1,Wine,Canada - BC,Canada - BC Dessert Wine,164483,3855,2025-06-17T02:36:14Z
17522,FY2022Q1,Wine,Canada - BC,Canada - BC Fruit Wine,983183,48723,2025-06-17T02:36:14Z
17527,FY2022Q1,Wine,Canada - BC,Canada - BC Ice Wine,328812,3766,2025-06-17T02:36:14Z
17532,FY2022Q1,Wine,Canada - BC,Canada - BC Red Wine,60801578,4214141,2025-06-17T02:36:14Z
17537,FY2022Q1,Wine,Canada - BC,Canada - BC Rose Wine,13192311,775335,2025-06-17T02:36:14Z
17542,FY2022Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,4691406,190483,2025-06-17T02:36:14Z
17547,FY2022Q1,Wine,Canada - BC,Canada - BC White Wine,59586715,5081278,2025-06-17T02:36:14Z
17552,FY2022Q1,Wine,Canada - Other,Canada - Other Dessert Wine,10476,88,2025-06-17T02:36:14Z
17557,FY2022Q1,Wine,Canada - Other,Canada - Other Fruit Wine,257,38,2025-06-17T02:36:14Z
17562,FY2022Q1,Wine,Canada - Other,Canada - Other Ice Wine,86202,1059,2025-06-17T02:36:14Z
17567,FY2022Q1,Wine,Canada - Other,Canada - Other Red Wine,835904,119782,2025-06-17T02:36:14Z
17572,FY2022Q1,Wine,Canada - Other,Canada - Other Rose Wine,55012,7992,2025-06-17T02:36:14Z
17577,FY2022Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,444723,64172,2025-06-17T02:36:14Z
17582,FY2022Q1,Wine,Canada - Other,Canada - Other White Wine,766265,100996,2025-06-17T02:36:14Z
17587,FY2022Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,958,27,2025-06-17T02:36:14Z
17592,FY2022Q1,Wine,Chile Wine,Chile Red Wine,5799485,559597,2025-06-17T02:36:14Z
17597,FY2022Q1,Wine,Chile Wine,Chile Rose Wine,486124,58241,2025-06-17T02:36:14Z
17602,FY2022Q1,Wine,Chile Wine,Chile Sparkling Wine,90299,5612,2025-06-17T02:36:14Z
17607,FY2022Q1,Wine,Chile Wine,Chile White Wine,2907791,302568,2025-06-17T02:36:14Z
17612,FY2022Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17617,FY2022Q1,Wine,China Wine,China Red Wine,0,0,2025-06-17T02:36:14Z
17622,FY2022Q1,Wine,China Wine,China White Wine,0,0,2025-06-17T02:36:14Z
17627,FY2022Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,780280,65530,2025-06-17T02:36:14Z
17632,FY2022Q1,Wine,Fortified Wine,Other Fortified Import Wine,386163,24499,2025-06-17T02:36:14Z
17637,FY2022Q1,Wine,Fortified Wine,Port Wine,492589,15911,2025-06-17T02:36:14Z
17642,FY2022Q1,Wine,Fortified Wine,Sherry Wine,296996,15152,2025-06-17T02:36:14Z
17647,FY2022Q1,Wine,Fortified Wine,Vermouth Wine,777259,63636,2025-06-17T02:36:14Z
17652,FY2022Q1,Wine,France Wine,France Champagne Wine,4223603,44532,2025-06-17T02:36:14Z
17657,FY2022Q1,Wine,France Wine,France Fruit and Dessert Wine,7867,211,2025-06-17T02:36:14Z
17662,FY2022Q1,Wine,France Wine,France Red Wine,6924516,333766,2025-06-17T02:36:14Z
17667,FY2022Q1,Wine,France Wine,France Rose Wine,4517266,257696,2025-06-17T02:36:14Z
17672,FY2022Q1,Wine,France Wine,France Sparkling Wine,752877,42450,2025-06-17T02:36:14Z
17677,FY2022Q1,Wine,France Wine,France White Wine,3708027,157875,2025-06-17T02:36:14Z
17682,FY2022Q1,Wine,Georgia Wine,Georgia Red Wine,56840,3087,2025-06-17T02:36:14Z
17687,FY2022Q1,Wine,Georgia Wine,Georgia White Wine,736,27,2025-06-17T02:36:14Z
17692,FY2022Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17697,FY2022Q1,Wine,Germany Wine,Germany Red Wine,55550,1971,2025-06-17T02:36:14Z
17702,FY2022Q1,Wine,Germany Wine,Germany Rose Wine,15821,742,2025-06-17T02:36:14Z
17707,FY2022Q1,Wine,Germany Wine,Germany Sparkling Wine,446104,27808,2025-06-17T02:36:14Z
17712,FY2022Q1,Wine,Germany Wine,Germany White Wine,1020682,65025,2025-06-17T02:36:14Z
17717,FY2022Q1,Wine,Greece Wine,Greece Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17722,FY2022Q1,Wine,Greece Wine,Greece Red Wine,51874,3804,2025-06-17T02:36:14Z
17727,FY2022Q1,Wine,Greece Wine,Greece Rose Wine,235,14,2025-06-17T02:36:14Z
17732,FY2022Q1,Wine,Greece Wine,Greece Sparkling Wine,0,0,2025-06-17T02:36:14Z
17737,FY2022Q1,Wine,Greece Wine,Greece White Wine,67572,5480,2025-06-17T02:36:14Z
17742,FY2022Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,14223,242,2025-06-17T02:36:14Z
17747,FY2022Q1,Wine,Hungary Wine,Hungary Red Wine,26535,2068,2025-06-17T02:36:14Z
17752,FY2022Q1,Wine,Hungary Wine,Hungary Rose Wine,980,72,2025-06-17T02:36:14Z
17757,FY2022Q1,Wine,Hungary Wine,Hungary Sparkling Wine,65539,5166,2025-06-17T02:36:14Z
17762,FY2022Q1,Wine,Hungary Wine,Hungary White Wine,133522,11948,2025-06-17T02:36:14Z
17767,FY2022Q1,Wine,Israel Wine,Israel Red Wine,38192,1809,2025-06-17T02:36:14Z
17772,FY2022Q1,Wine,Israel Wine,Israel Rose Wine,3503,198,2025-06-17T02:36:14Z
17777,FY2022Q1,Wine,Israel Wine,Israel White Wine,9889,477,2025-06-17T02:36:14Z
17782,FY2022Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,11714,114,2025-06-17T02:36:14Z
17787,FY2022Q1,Wine,Italy Wine,Italy Red Wine,10866677,546498,2025-06-17T02:36:14Z
17792,FY2022Q1,Wine,Italy Wine,Italy Rose Wine,315918,18143,2025-06-17T02:36:14Z
17797,FY2022Q1,Wine,Italy Wine,Italy Sparkling Wine,2731539,150612,2025-06-17T02:36:14Z
17802,FY2022Q1,Wine,Italy Wine,Italy White Wine,5222809,387423,2025-06-17T02:36:14Z
17807,FY2022Q1,Wine,Italy Wine,Prosecco Wine,5838746,306403,2025-06-17T02:36:14Z
17812,FY2022Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17817,FY2022Q1,Wine,New Zealand Wine,New Zealand Red Wine,523932,23750,2025-06-17T02:36:14Z
17822,FY2022Q1,Wine,New Zealand Wine,New Zealand Rose Wine,777305,45089,2025-06-17T02:36:14Z
17827,FY2022Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,97499,4748,2025-06-17T02:36:14Z
17832,FY2022Q1,Wine,New Zealand Wine,New Zealand White Wine,11955763,671343,2025-06-17T02:36:14Z
17837,FY2022Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,392393,21211,2025-06-17T02:36:14Z
17842,FY2022Q1,Wine,Other Country Wine,Other Country Red Wine,127922,5917,2025-06-17T02:36:14Z
17847,FY2022Q1,Wine,Other Country Wine,Other Country Rose Wine,6893,306,2025-06-17T02:36:14Z
17852,FY2022Q1,Wine,Other Country Wine,Other Country Sparkling Wine,7800,248,2025-06-17T02:36:14Z
17857,FY2022Q1,Wine,Other Country Wine,Other Country White Wine,50973,1984,2025-06-17T02:36:14Z
17862,FY2022Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,161290,10558,2025-06-17T02:36:14Z
17867,FY2022Q1,Wine,Other Style Wine,Mead,113161,5153,2025-06-17T02:36:14Z
17872,FY2022Q1,Wine,Other Style Wine,Rice Wine,65664,5185,2025-06-17T02:36:14Z
17877,FY2022Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,4131,104,2025-06-17T02:36:14Z
17882,FY2022Q1,Wine,Portugal Wine,Portugal Red Wine,925526,79241,2025-06-17T02:36:14Z
17887,FY2022Q1,Wine,Portugal Wine,Portugal Rose Wine,274459,28760,2025-06-17T02:36:14Z
17892,FY2022Q1,Wine,Portugal Wine,Portugal Sparkling Wine,8450,375,2025-06-17T02:36:14Z
17897,FY2022Q1,Wine,Portugal Wine,Portugal White Wine,633842,52401,2025-06-17T02:36:14Z
17902,FY2022Q1,Wine,Sake,Japan Sake,1610470,49398,2025-06-17T02:36:14Z
17907,FY2022Q1,Wine,Sake,Other Country Sake,83479,4392,2025-06-17T02:36:14Z
17912,FY2022Q1,Wine,Sake,USA Sake,603235,61552,2025-06-17T02:36:14Z
17917,FY2022Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,2025-06-17T02:36:14Z
17922,FY2022Q1,Wine,South Africa Wine,South Africa Red Wine,1139683,97877,2025-06-17T02:36:14Z
17927,FY2022Q1,Wine,South Africa Wine,South Africa Rose Wine,94504,6768,2025-06-17T02:36:14Z
17932,FY2022Q1,Wine,South Africa Wine,South Africa Sparkling Wine,5597,256,2025-06-17T02:36:14Z
17937,FY2022Q1,Wine,South Africa Wine,South Africa White Wine,1041338,99262,2025-06-17T02:36:14Z
17942,FY2022Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,9179,329,2025-06-17T02:36:14Z
17947,FY2022Q1,Wine,Spain Wine,Spain Red Wine,4666716,403298,2025-06-17T02:36:14Z
17952,FY2022Q1,Wine,Spain Wine,Spain Rose Wine,407345,54358,2025-06-17T02:36:14Z
17957,FY2022Q1,Wine,Spain Wine,Spain Sparkling Wine,1087464,66892,2025-06-17T02:36:14Z
17962,FY2022Q1,Wine,Spain Wine,Spain White Wine,667695,69019,2025-06-17T02:36:14Z
17967,FY2022Q1,Wine,USA Wine,USA Fruit and Dessert Wine,771,32,2025-06-17T02:36:14Z
17972,FY2022Q1,Wine,USA Wine,USA Red Wine,25016692,1138069,2025-06-17T02:36:14Z
17977,FY2022Q1,Wine,USA Wine,USA Rose Wine,1807846,152767,2025-06-17T02:36:14Z
17982,FY2022Q1,Wine,USA Wine,USA Sparkling Wine,333185,15100,2025-06-17T02:36:14Z
17987,FY2022Q1,Wine,USA Wine,USA White Wine,6820735,439909,2025-06-17T02:36:14Z
17992,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,123665089,35266771,2025-06-17T02:36:14Z
17997,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,43029769,8836299,2025-06-17T02:36:14Z
18002,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,49851795,13308480,2025-06-17T02:36:14Z
18007,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,46494521,10962503,2025-06-17T02:36:14Z
18012,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,197529,29757,2025-06-17T02:36:14Z
18017,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,796307,217704,2025-06-17T02:36:14Z
18022,FY2022Q2,Beer,Import Beer,Asia And South Pacific Beer,1397488,254727,2025-06-17T02:36:14Z
18027,FY2022Q2,Beer,Import Beer,Europe Beer,21251444,4771033,2025-06-17T02:36:14Z
18032,FY2022Q2,Beer,Import Beer,Mexico And Caribbean Beer,3548843,713914,2025-06-17T02:36:14Z
18037,FY2022Q2,Beer,Import Beer,Other Country Beer,114219,26905,2025-06-17T02:36:14Z
18042,FY2022Q2,Beer,Import Beer,USA Beer,1580502,313247,2025-06-17T02:36:14Z
18047,FY2022Q2,Refreshment Beverages,Cider,Domestic Cider,21308496,4511949,2025-06-17T02:36:14Z
18052,FY2022Q2,Refreshment Beverages,Cider,Import Cider,3280722,707932,2025-06-17T02:36:14Z
18057,FY2022Q2,Refreshment Beverages,Coolers,Malt-Based Coolers,471543,94253,2025-06-17T02:36:14Z
18062,FY2022Q2,Refreshment Beverages,Coolers,Spirit Coolers,101628892,22001707,2025-06-17T02:36:14Z
18067,FY2022Q2,Refreshment Beverages,Coolers,Wine/Fruit Coolers,2202314,341893,2025-06-17T02:36:14Z
18072,FY2022Q2,Spirits,Asian Spirits,China Spirits,1685262,16673,2025-06-17T02:36:14Z
18077,FY2022Q2,Spirits,Asian Spirits,Korea Spirits,1055474,60901,2025-06-17T02:36:14Z
18082,FY2022Q2,Spirits,Asian Spirits,Other Country Asian Spirits,139250,3298,2025-06-17T02:36:14Z
18087,FY2022Q2,Spirits,Gin,Dry Gin,15702217,512592,2025-06-17T02:36:14Z
18092,FY2022Q2,Spirits,Gin,Flavoured Gin,1908761,55796,2025-06-17T02:36:14Z
18097,FY2022Q2,Spirits,Gin,Other Gin,582414,11653,2025-06-17T02:36:14Z
18102,FY2022Q2,Spirits,Grape and Fruit Brandy,Armagnac,40972,451,2025-06-17T02:36:14Z
18107,FY2022Q2,Spirits,Grape and Fruit Brandy,Brandy,2182619,81301,2025-06-17T02:36:14Z
18112,FY2022Q2,Spirits,Grape and Fruit Brandy,Cognac,2644713,25317,2025-06-17T02:36:14Z
18117,FY2022Q2,Spirits,Grape and Fruit Brandy,Eau de Vie,353671,7398,2025-06-17T02:36:14Z
18122,FY2022Q2,Spirits,Grape and Fruit Brandy,Grappa And Marc,80637,1492,2025-06-17T02:36:14Z
18127,FY2022Q2,Spirits,Grape and Fruit Brandy,Pisco,110834,3045,2025-06-17T02:36:14Z
18132,FY2022Q2,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,8118689,284205,2025-06-17T02:36:14Z
18137,FY2022Q2,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1980431,76944,2025-06-17T02:36:14Z
18142,FY2022Q2,Spirits,Liqueurs,Cream/Dairy Liqueurs,10000766,386820,2025-06-17T02:36:14Z
18147,FY2022Q2,Spirits,Liqueurs,Fruit Liqueurs,6206193,212876,2025-06-17T02:36:14Z
18152,FY2022Q2,Spirits,Liqueurs,Nut Liqueurs,1702544,69096,2025-06-17T02:36:14Z
18157,FY2022Q2,Spirits,Liqueurs,Other Liqueurs,1124879,34955,2025-06-17T02:36:14Z
18162,FY2022Q2,Spirits,Liqueurs,Whiskey Liqueurs,1465871,46217,2025-06-17T02:36:14Z
18167,FY2022Q2,Spirits,Other Spirits,Cachaca,80022,2050,2025-06-17T02:36:14Z
18172,FY2022Q2,Spirits,Other Spirits,Flavoured Spirits,212775,3987,2025-06-17T02:36:14Z
18177,FY2022Q2,Spirits,Other Spirits,Miscellaneous/Other Spirits,376279,7083,2025-06-17T02:36:14Z
18182,FY2022Q2,Spirits,Other Spirits,Moonshine Spirits,483008,12443,2025-06-17T02:36:14Z
18187,FY2022Q2,Spirits,Other Spirits,Ready to Mix Cocktails,596506,30827,2025-06-17T02:36:14Z
18192,FY2022Q2,Spirits,Other Spirits,Ready to Serve Cocktails,1493600,95408,2025-06-17T02:36:14Z
18197,FY2022Q2,Spirits,Other Spirits,Schnapps and Akvavit,63388,1481,2025-06-17T02:36:14Z
18202,FY2022Q2,Spirits,Rum,Amber Rum,6468316,213945,2025-06-17T02:36:14Z
18207,FY2022Q2,Spirits,Rum,Dark Rum,2769141,98881,2025-06-17T02:36:14Z
18212,FY2022Q2,Spirits,Rum,Flavoured Rum,735813,26322,2025-06-17T02:36:14Z
18217,FY2022Q2,Spirits,Rum,Spiced Rum,7507846,261909,2025-06-17T02:36:14Z
18222,FY2022Q2,Spirits,Rum,White Rum,7585779,321835,2025-06-17T02:36:14Z
18227,FY2022Q2,Spirits,Tequila,Blanco/Silver Tequila,8854003,198097,2025-06-17T02:36:14Z
18232,FY2022Q2,Spirits,Tequila,Flavoured Tequila,481828,12040,2025-06-17T02:36:14Z
18237,FY2022Q2,Spirits,Tequila,Gold Tequila,11644103,241504,2025-06-17T02:36:14Z
18242,FY2022Q2,Spirits,Tequila,Mezcal,886359,12688,2025-06-17T02:36:14Z
18247,FY2022Q2,Spirits,Vodka,Flavoured Vodka,6996319,240532,2025-06-17T02:36:14Z
18252,FY2022Q2,Spirits,Vodka,Straight Vodka,58705273,2303291,2025-06-17T02:36:14Z
18257,FY2022Q2,Spirits,Whisky,American Whiskey,2400748,66025,2025-06-17T02:36:14Z
18262,FY2022Q2,Spirits,Whisky,Blended Malt Scotch Whisky,250928,3595,2025-06-17T02:36:14Z
18267,FY2022Q2,Spirits,Whisky,Blended Scotch Whisky,7565514,231915,2025-06-17T02:36:14Z
18272,FY2022Q2,Spirits,Whisky,Bourbon Whiskey,4624197,115207,2025-06-17T02:36:14Z
18277,FY2022Q2,Spirits,Whisky,Canadian Whisky,28079886,1067583,2025-06-17T02:36:14Z
18282,FY2022Q2,Spirits,Whisky,Flavoured Whisky,517873,15668,2025-06-17T02:36:14Z
18287,FY2022Q2,Spirits,Whisky,Irish Whiskey,5228717,138844,2025-06-17T02:36:14Z
18292,FY2022Q2,Spirits,Whisky,Other Country Whisky,1341233,16656,2025-06-17T02:36:14Z
18297,FY2022Q2,Spirits,Whisky,Single Malt Scotch Whisky,12515137,152872,2025-06-17T02:36:14Z
18302,FY2022Q2,Wine,Argentina Wine,Argentina Red Wine,6332978,437438,2025-06-17T02:36:14Z
18307,FY2022Q2,Wine,Argentina Wine,Argentina Rose Wine,156294,13399,2025-06-17T02:36:14Z
