lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,fyr,qtr,end_qtr,end_qtr_dt,cyr,season,cqtr,cyr_qtr,cyr_num
17,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,173628845,52236010,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
22,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,16988008,3927908,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
27,FY2016Q1,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,32389411,9094263,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
32,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,15818440,4378195,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
37,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,169352,25073,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
42,FY2016Q1,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,2801993,862782,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
47,FY2016Q1,Beer,Import Beer,Asia And South Pacific Beer,1759035,382897,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
52,FY2016Q1,Beer,Import Beer,Europe Beer,25807050,5826618,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
57,FY2016Q1,Beer,Import Beer,Mexico And Caribbean Beer,13619467,2822927,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
62,FY2016Q1,Beer,Import Beer,Other Country Beer,38914,9198,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
67,FY2016Q1,Beer,Import Beer,USA Beer,13395399,3040773,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
72,FY2016Q1,Refresh Bev,Cider,Domestic Cider,14689272,3970864,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
77,FY2016Q1,Refresh Bev,Cider,Import Cider,5718579,1244269,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
82,FY2016Q1,Refresh Bev,Coolers,Malt-Based Coolers,6516653,1475487,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
87,FY2016Q1,Refresh Bev,Coolers,Spirit Coolers,22514801,5359139,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
92,FY2016Q1,Refresh Bev,Coolers,Wine/Fruit Coolers,1008407,200692,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
97,FY2016Q1,Spirits,Asian Spirits,China Spirits,677963,7408,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
102,FY2016Q1,Spirits,Asian Spirits,Korea Spirits,526653,29884,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
107,FY2016Q1,Spirits,Asian Spirits,Other Country Asian Spirits,62574,1960,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
112,FY2016Q1,Spirits,Gin,Dry Gin,9282504,359331,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
117,FY2016Q1,Spirits,Gin,Flavoured Gin,287913,10437,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
122,FY2016Q1,Spirits,Gin,Other Gin,140351,3504,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
127,FY2016Q1,Spirits,Grape and Fruit Brandy,Armagnac,24738,355,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
132,FY2016Q1,Spirits,Grape and Fruit Brandy,Brandy,1956349,82729,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
137,FY2016Q1,Spirits,Grape and Fruit Brandy,Cognac,1727156,12892,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
142,FY2016Q1,Spirits,Grape and Fruit Brandy,Eau de Vie,182657,4095,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
147,FY2016Q1,Spirits,Grape and Fruit Brandy,Grappa And Marc,58927,1206,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
152,FY2016Q1,Spirits,Grape and Fruit Brandy,Pisco,54533,1599,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
157,FY2016Q1,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,5295987,187837,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
162,FY2016Q1,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1314002,54685,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
167,FY2016Q1,Spirits,Liqueurs,Cream/Dairy Liqueurs,5320126,216346,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
172,FY2016Q1,Spirits,Liqueurs,Fruit Liqueurs,3817997,148449,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
177,FY2016Q1,Spirits,Liqueurs,Nut Liqueurs,1480347,64648,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
182,FY2016Q1,Spirits,Liqueurs,Other Liqueurs,463766,17976,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
187,FY2016Q1,Spirits,Liqueurs,Whiskey Liqueurs,1258669,41412,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
192,FY2016Q1,Spirits,Other Spirits,Cachaca,39928,1318,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
197,FY2016Q1,Spirits,Other Spirits,Flavoured Spirits,449749,9556,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
202,FY2016Q1,Spirits,Other Spirits,Miscellaneous/Other Spirits,304040,11659,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
207,FY2016Q1,Spirits,Other Spirits,Moonshine Spirits,196054,5558,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
212,FY2016Q1,Spirits,Other Spirits,Ready to Mix Cocktails,725366,37214,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
217,FY2016Q1,Spirits,Other Spirits,Ready to Serve Cocktails,503905,26253,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
222,FY2016Q1,Spirits,Other Spirits,Schnapps and Akvavit,39950,1122,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
227,FY2016Q1,Spirits,Rum,Amber Rum,5161001,197968,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
232,FY2016Q1,Spirits,Rum,Dark Rum,2593454,102907,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
237,FY2016Q1,Spirits,Rum,Flavoured Rum,237595,9976,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
242,FY2016Q1,Spirits,Rum,Spiced Rum,7162043,264004,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
247,FY2016Q1,Spirits,Rum,White Rum,7753022,329469,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
252,FY2016Q1,Spirits,Tequila,Blanco/Silver Tequila,1788367,48557,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
257,FY2016Q1,Spirits,Tequila,Flavoured Tequila,96775,2695,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
262,FY2016Q1,Spirits,Tequila,Gold Tequila,4677523,141023,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
267,FY2016Q1,Spirits,Tequila,Mezcal,87480,1388,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
272,FY2016Q1,Spirits,Vodka,Flavoured Vodka,3190164,122320,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
277,FY2016Q1,Spirits,Vodka,Straight Vodka,46791552,1898311,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
282,FY2016Q1,Spirits,Whisky,American Whiskey,2049406,64982,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
287,FY2016Q1,Spirits,Whisky,Blended Malt Scotch Whisky,48920,590,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
292,FY2016Q1,Spirits,Whisky,Blended Scotch Whisky,6750987,242342,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
297,FY2016Q1,Spirits,Whisky,Bourbon Whiskey,2309881,65814,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
302,FY2016Q1,Spirits,Whisky,Canadian Whisky,23963353,984616,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
307,FY2016Q1,Spirits,Whisky,Flavoured Whisky,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
312,FY2016Q1,Spirits,Whisky,Irish Whiskey,1778510,53275,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
317,FY2016Q1,Spirits,Whisky,Other Country Whisky,148700,1663,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
322,FY2016Q1,Spirits,Whisky,Single Malt Scotch Whisky,6859677,96202,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
327,FY2016Q1,Wine,Argentina Wine,Argentina Red Wine,8244914,592789,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
332,FY2016Q1,Wine,Argentina Wine,Argentina Rose Wine,113618,8962,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
337,FY2016Q1,Wine,Argentina Wine,Argentina Sparkling Wine,16860,894,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
342,FY2016Q1,Wine,Argentina Wine,Argentina White Wine,827512,71685,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
347,FY2016Q1,Wine,Australia Wine,Australia Red Wine,9468804,663348,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
352,FY2016Q1,Wine,Australia Wine,Australia Rose Wine,145012,11588,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
357,FY2016Q1,Wine,Australia Wine,Australia Sparkling Wine,574526,46953,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
362,FY2016Q1,Wine,Australia Wine,Australia White Wine,5258383,482513,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
367,FY2016Q1,Wine,Austria Wine,Austria Red Wine,8474,345,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
372,FY2016Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
377,FY2016Q1,Wine,Austria Wine,Austria Sparkling Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
382,FY2016Q1,Wine,Austria Wine,Austria White Wine,62759,2804,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
387,FY2016Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,21066,1755,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
392,FY2016Q1,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
397,FY2016Q1,Wine,Bulgaria Wine,Bulgaria White Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
402,FY2016Q1,Wine,Canada - BC,Canada - BC Dessert Wine,132698,3121,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
407,FY2016Q1,Wine,Canada - BC,Canada - BC Fruit Wine,641861,26483,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
412,FY2016Q1,Wine,Canada - BC,Canada - BC Ice Wine,1168465,10298,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
417,FY2016Q1,Wine,Canada - BC,Canada - BC Red Wine,43033364,3754367,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
422,FY2016Q1,Wine,Canada - BC,Canada - BC Rose Wine,3912540,287735,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
427,FY2016Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,1230263,53261,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
432,FY2016Q1,Wine,Canada - BC,Canada - BC White Wine,48466259,4646706,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
437,FY2016Q1,Wine,Canada - Other,Canada - Other Dessert Wine,5054,162,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
442,FY2016Q1,Wine,Canada - Other,Canada - Other Fruit Wine,33833,636,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
447,FY2016Q1,Wine,Canada - Other,Canada - Other Ice Wine,1152679,15201,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
452,FY2016Q1,Wine,Canada - Other,Canada - Other Red Wine,29939,1793,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
457,FY2016Q1,Wine,Canada - Other,Canada - Other Rose Wine,716,45,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
462,FY2016Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,311880,48928,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
467,FY2016Q1,Wine,Canada - Other,Canada - Other White Wine,20279,1353,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
472,FY2016Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,6734,216,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
477,FY2016Q1,Wine,Chile Wine,Chile Red Wine,5539326,502405,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
482,FY2016Q1,Wine,Chile Wine,Chile Rose Wine,94845,8428,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
487,FY2016Q1,Wine,Chile Wine,Chile Sparkling Wine,36726,2210,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
492,FY2016Q1,Wine,Chile Wine,Chile White Wine,2582688,260251,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
497,FY2016Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
502,FY2016Q1,Wine,China Wine,China Red Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
507,FY2016Q1,Wine,China Wine,China White Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
512,FY2016Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,1290321,156806,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
517,FY2016Q1,Wine,Fortified Wine,Other Fortified Import Wine,412595,30339,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
522,FY2016Q1,Wine,Fortified Wine,Port Wine,451834,15205,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
527,FY2016Q1,Wine,Fortified Wine,Sherry Wine,213265,12552,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
532,FY2016Q1,Wine,Fortified Wine,Vermouth Wine,485392,52654,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
537,FY2016Q1,Wine,France Wine,France Champagne Wine,2167852,24893,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
542,FY2016Q1,Wine,France Wine,France Fruit and Dessert Wine,35258,572,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
547,FY2016Q1,Wine,France Wine,France Red Wine,6906516,333393,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
552,FY2016Q1,Wine,France Wine,France Rose Wine,1397875,82835,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
557,FY2016Q1,Wine,France Wine,France Sparkling Wine,522628,31171,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
562,FY2016Q1,Wine,France Wine,France White Wine,2876133,163554,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
567,FY2016Q1,Wine,Georgia Wine,Georgia Red Wine,27546,1477,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
572,FY2016Q1,Wine,Georgia Wine,Georgia White Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
577,FY2016Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
582,FY2016Q1,Wine,Germany Wine,Germany Red Wine,28951,2291,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
587,FY2016Q1,Wine,Germany Wine,Germany Rose Wine,15124,1376,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
592,FY2016Q1,Wine,Germany Wine,Germany Sparkling Wine,497203,31299,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
597,FY2016Q1,Wine,Germany Wine,Germany White Wine,1467616,108090,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
602,FY2016Q1,Wine,Greece Wine,Greece Red Wine,106902,9374,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
607,FY2016Q1,Wine,Greece Wine,Greece Rose Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
612,FY2016Q1,Wine,Greece Wine,Greece White Wine,110736,10271,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
617,FY2016Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,16132,491,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
622,FY2016Q1,Wine,Hungary Wine,Hungary Red Wine,36556,3050,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
627,FY2016Q1,Wine,Hungary Wine,Hungary Sparkling Wine,33098,2810,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
632,FY2016Q1,Wine,Hungary Wine,Hungary White Wine,164947,15784,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
637,FY2016Q1,Wine,Israel Wine,Israel Red Wine,35980,1911,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
642,FY2016Q1,Wine,Israel Wine,Israel Rose Wine,4994,302,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
647,FY2016Q1,Wine,Israel Wine,Israel White Wine,7999,470,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
652,FY2016Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,1222,9,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
657,FY2016Q1,Wine,Italy Wine,Italy Red Wine,8698857,533868,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
662,FY2016Q1,Wine,Italy Wine,Italy Rose Wine,181644,10222,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
667,FY2016Q1,Wine,Italy Wine,Italy Sparkling Wine,944876,56038,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
672,FY2016Q1,Wine,Italy Wine,Italy White Wine,4376841,341145,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
677,FY2016Q1,Wine,Italy Wine,Prosecco Wine,2298584,127832,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
682,FY2016Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
687,FY2016Q1,Wine,New Zealand Wine,New Zealand Red Wine,592637,27672,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
692,FY2016Q1,Wine,New Zealand Wine,New Zealand Rose Wine,95897,5744,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
697,FY2016Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,80910,3368,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
702,FY2016Q1,Wine,New Zealand Wine,New Zealand White Wine,9455713,540564,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
707,FY2016Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,175446,12631,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
712,FY2016Q1,Wine,Other Country Wine,Other Country Red Wine,30823,1766,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
717,FY2016Q1,Wine,Other Country Wine,Other Country Rose Wine,1366,54,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
722,FY2016Q1,Wine,Other Country Wine,Other Country Sparkling Wine,9551,684,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
727,FY2016Q1,Wine,Other Country Wine,Other Country White Wine,13656,712,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
732,FY2016Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,148072,10704,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
737,FY2016Q1,Wine,Other Style Wine,Mead,1343,51,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
742,FY2016Q1,Wine,Other Style Wine,Rice Wine,35481,2525,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
747,FY2016Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
752,FY2016Q1,Wine,Portugal Wine,Portugal Red Wine,394985,29806,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
757,FY2016Q1,Wine,Portugal Wine,Portugal Rose Wine,184509,20372,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
762,FY2016Q1,Wine,Portugal Wine,Portugal Sparkling Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
767,FY2016Q1,Wine,Portugal Wine,Portugal White Wine,389558,34076,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
772,FY2016Q1,Wine,Sake,Japan Sake,657444,25717,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
777,FY2016Q1,Wine,Sake,Other Country Sake,65315,2709,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
782,FY2016Q1,Wine,Sake,USA Sake,651470,78121,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
787,FY2016Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
792,FY2016Q1,Wine,South Africa Wine,South Africa Red Wine,1220752,93374,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
797,FY2016Q1,Wine,South Africa Wine,South Africa Rose Wine,12716,993,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
802,FY2016Q1,Wine,South Africa Wine,South Africa Sparkling Wine,30058,2110,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
807,FY2016Q1,Wine,South Africa Wine,South Africa White Wine,966809,92148,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
812,FY2016Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,0,0,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
817,FY2016Q1,Wine,Spain Wine,Spain Red Wine,3604775,240762,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
822,FY2016Q1,Wine,Spain Wine,Spain Rose Wine,88808,6312,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
827,FY2016Q1,Wine,Spain Wine,Spain Sparkling Wine,854703,54206,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
832,FY2016Q1,Wine,Spain Wine,Spain White Wine,278546,18275,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
837,FY2016Q1,Wine,USA Wine,USA Fruit and Dessert Wine,1289,29,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
842,FY2016Q1,Wine,USA Wine,USA Red Wine,18589284,1115007,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
847,FY2016Q1,Wine,USA Wine,USA Rose Wine,939833,120561,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
852,FY2016Q1,Wine,USA Wine,USA Sparkling Wine,309684,21698,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
857,FY2016Q1,Wine,USA Wine,USA White Wine,7200300,587825,2016,Q1,06-30,2015-06-30,2015,summer,Q2,15-Q2,2015
862,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,163756001,49519951,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
867,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,20686134,4775776,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
872,FY2016Q2,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,34532790,9722444,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
877,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,15679261,4332159,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
882,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,209169,30976,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
887,FY2016Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,2921565,852399,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
892,FY2016Q2,Beer,Import Beer,Asia And South Pacific Beer,1935735,415405,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
897,FY2016Q2,Beer,Import Beer,Europe Beer,27532078,6200342,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
902,FY2016Q2,Beer,Import Beer,Mexico And Caribbean Beer,14744190,3023266,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
907,FY2016Q2,Beer,Import Beer,Other Country Beer,48241,10993,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
912,FY2016Q2,Beer,Import Beer,USA Beer,14268206,3359540,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
917,FY2016Q2,Refresh Bev,Cider,Domestic Cider,16521829,4425536,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
922,FY2016Q2,Refresh Bev,Cider,Import Cider,6201816,1360866,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
927,FY2016Q2,Refresh Bev,Coolers,Malt-Based Coolers,7011127,1607639,2016,Q2,09-30,2015-09-30,2015,summer,Q3,15-Q3,2015
