lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,fyr,qtr,end_qtr,end_qtr_dt,cyr,season,cqtr,cyr_qtr,cyr_num
17157,FY2022Q1,Beer,Import Beer,Europe Beer,21474864,4832013,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17162,FY2022Q1,Beer,Import Beer,Mexico And Caribbean Beer,3689701,757252,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17167,FY2022Q1,Beer,Import Beer,Other Country Beer,117914,26884,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17172,FY2022Q1,Beer,Import Beer,USA Beer,2078953,444376,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17177,FY2022Q1,Refresh Bev,Cider,Domestic Cider,19958133,4457564,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17182,FY2022Q1,Refresh Bev,Cider,Import Cider,3463889,755612,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17187,FY2022Q1,Refresh Bev,Coolers,Malt-Based Coolers,2262289,476866,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17192,FY2022Q1,Refresh Bev,Coolers,Spirit Coolers,104595796,22796328,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17197,FY2022Q1,Refresh Bev,Coolers,Wine/Fruit Coolers,2289845,365580,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17202,FY2022Q1,Spirits,Asian Spirits,China Spirits,661151,13005,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17207,FY2022Q1,Spirits,Asian Spirits,Korea Spirits,852624,49369,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17212,FY2022Q1,Spirits,Asian Spirits,Other Country Asian Spirits,127591,2860,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17217,FY2022Q1,Spirits,Gin,Dry Gin,14919052,490723,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17222,FY2022Q1,Spirits,Gin,Flavoured Gin,1793506,54285,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17227,FY2022Q1,Spirits,Gin,Other Gin,404298,8158,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17232,FY2022Q1,Spirits,Grape and Fruit Brandy,Armagnac,58093,483,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17237,FY2022Q1,Spirits,Grape and Fruit Brandy,Brandy,2314937,86695,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17242,FY2022Q1,Spirits,Grape and Fruit Brandy,Cognac,2323231,21548,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17247,FY2022Q1,Spirits,Grape and Fruit Brandy,Eau de Vie,244044,5796,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17252,FY2022Q1,Spirits,Grape and Fruit Brandy,Grappa And Marc,70008,1463,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17257,FY2022Q1,Spirits,Grape and Fruit Brandy,Pisco,89438,2421,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17262,FY2022Q1,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,7672267,279215,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17267,FY2022Q1,Spirits,Liqueurs,Coffee And Cocoa Liqueurs,1712578,68782,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17272,FY2022Q1,Spirits,Liqueurs,Cream/Dairy Liqueurs,8908719,347730,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17277,FY2022Q1,Spirits,Liqueurs,Fruit Liqueurs,5118824,177986,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17282,FY2022Q1,Spirits,Liqueurs,Nut Liqueurs,1748638,71732,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17287,FY2022Q1,Spirits,Liqueurs,Other Liqueurs,794521,25428,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17292,FY2022Q1,Spirits,Liqueurs,Whiskey Liqueurs,1225693,42801,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17297,FY2022Q1,Spirits,Other Spirits,Cachaca,51000,1376,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17302,FY2022Q1,Spirits,Other Spirits,Flavoured Spirits,110162,2200,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17307,FY2022Q1,Spirits,Other Spirits,Miscellaneous/Other Spirits,315715,5789,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17312,FY2022Q1,Spirits,Other Spirits,Moonshine Spirits,319804,7511,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17317,FY2022Q1,Spirits,Other Spirits,Ready to Mix Cocktails,455998,24498,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17322,FY2022Q1,Spirits,Other Spirits,Ready to Serve Cocktails,1742852,110369,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17327,FY2022Q1,Spirits,Other Spirits,Schnapps and Akvavit,53098,1340,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17332,FY2022Q1,Spirits,Rum,Amber Rum,6108770,207239,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17337,FY2022Q1,Spirits,Rum,Dark Rum,2831889,102817,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17342,FY2022Q1,Spirits,Rum,Flavoured Rum,744698,26419,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17347,FY2022Q1,Spirits,Rum,Spiced Rum,6923773,241691,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17352,FY2022Q1,Spirits,Rum,White Rum,7272574,308724,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17357,FY2022Q1,Spirits,Tequila,Blanco/Silver Tequila,7369876,167570,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17362,FY2022Q1,Spirits,Tequila,Flavoured Tequila,405139,10753,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17367,FY2022Q1,Spirits,Tequila,Gold Tequila,10084602,214805,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17372,FY2022Q1,Spirits,Tequila,Mezcal,703362,10364,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17377,FY2022Q1,Spirits,Vodka,Flavoured Vodka,6651406,233385,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17382,FY2022Q1,Spirits,Vodka,Straight Vodka,55824882,2216329,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17387,FY2022Q1,Spirits,Whisky,American Whiskey,2423753,66644,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17392,FY2022Q1,Spirits,Whisky,Blended Malt Scotch Whisky,164997,2651,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17397,FY2022Q1,Spirits,Whisky,Blended Scotch Whisky,7451728,237906,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17402,FY2022Q1,Spirits,Whisky,Bourbon Whiskey,4989023,122812,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17407,FY2022Q1,Spirits,Whisky,Canadian Whisky,29092839,1108815,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17412,FY2022Q1,Spirits,Whisky,Flavoured Whisky,211138,5990,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17417,FY2022Q1,Spirits,Whisky,Irish Whiskey,4359002,113590,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17422,FY2022Q1,Spirits,Whisky,Other Country Whisky,1199551,14761,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17427,FY2022Q1,Spirits,Whisky,Single Malt Scotch Whisky,10415874,128020,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17432,FY2022Q1,Wine,Argentina Wine,Argentina Red Wine,6114091,439011,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17437,FY2022Q1,Wine,Argentina Wine,Argentina Rose Wine,204774,21460,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17442,FY2022Q1,Wine,Argentina Wine,Argentina Sparkling Wine,5449,270,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17447,FY2022Q1,Wine,Argentina Wine,Argentina White Wine,430079,37074,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17452,FY2022Q1,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17457,FY2022Q1,Wine,Australia Wine,Australia Red Wine,7018184,488984,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17462,FY2022Q1,Wine,Australia Wine,Australia Rose Wine,445785,35469,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17467,FY2022Q1,Wine,Australia Wine,Australia Sparkling Wine,876303,64548,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17472,FY2022Q1,Wine,Australia Wine,Australia White Wine,4510065,419735,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17477,FY2022Q1,Wine,Austria Wine,Austria Fruit and Dessert Wine,149,2,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17482,FY2022Q1,Wine,Austria Wine,Austria Red Wine,50395,1646,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17487,FY2022Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17492,FY2022Q1,Wine,Austria Wine,Austria Sparkling Wine,664,27,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17497,FY2022Q1,Wine,Austria Wine,Austria White Wine,57226,1808,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17502,FY2022Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,1774,90,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17507,FY2022Q1,Wine,Bulgaria Wine,Bulgaria Rose Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17512,FY2022Q1,Wine,Bulgaria Wine,Bulgaria White Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17517,FY2022Q1,Wine,Canada - BC,Canada - BC Dessert Wine,164483,3855,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17522,FY2022Q1,Wine,Canada - BC,Canada - BC Fruit Wine,983183,48723,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17527,FY2022Q1,Wine,Canada - BC,Canada - BC Ice Wine,328812,3766,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17532,FY2022Q1,Wine,Canada - BC,Canada - BC Red Wine,60801578,4214141,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17537,FY2022Q1,Wine,Canada - BC,Canada - BC Rose Wine,13192311,775335,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17542,FY2022Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,4691406,190483,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17547,FY2022Q1,Wine,Canada - BC,Canada - BC White Wine,59586715,5081278,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17552,FY2022Q1,Wine,Canada - Other,Canada - Other Dessert Wine,10476,88,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17557,FY2022Q1,Wine,Canada - Other,Canada - Other Fruit Wine,257,38,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17562,FY2022Q1,Wine,Canada - Other,Canada - Other Ice Wine,86202,1059,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17567,FY2022Q1,Wine,Canada - Other,Canada - Other Red Wine,835904,119782,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17572,FY2022Q1,Wine,Canada - Other,Canada - Other Rose Wine,55012,7992,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17577,FY2022Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,444723,64172,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17582,FY2022Q1,Wine,Canada - Other,Canada - Other White Wine,766265,100996,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17587,FY2022Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,958,27,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17592,FY2022Q1,Wine,Chile Wine,Chile Red Wine,5799485,559597,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17597,FY2022Q1,Wine,Chile Wine,Chile Rose Wine,486124,58241,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17602,FY2022Q1,Wine,Chile Wine,Chile Sparkling Wine,90299,5612,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17607,FY2022Q1,Wine,Chile Wine,Chile White Wine,2907791,302568,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17612,FY2022Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17617,FY2022Q1,Wine,China Wine,China Red Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17622,FY2022Q1,Wine,China Wine,China White Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17627,FY2022Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,780280,65530,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17632,FY2022Q1,Wine,Fortified Wine,Other Fortified Import Wine,386163,24499,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17637,FY2022Q1,Wine,Fortified Wine,Port Wine,492589,15911,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17642,FY2022Q1,Wine,Fortified Wine,Sherry Wine,296996,15152,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17647,FY2022Q1,Wine,Fortified Wine,Vermouth Wine,777259,63636,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17652,FY2022Q1,Wine,France Wine,France Champagne Wine,4223603,44532,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17657,FY2022Q1,Wine,France Wine,France Fruit and Dessert Wine,7867,211,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17662,FY2022Q1,Wine,France Wine,France Red Wine,6924516,333766,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17667,FY2022Q1,Wine,France Wine,France Rose Wine,4517266,257696,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17672,FY2022Q1,Wine,France Wine,France Sparkling Wine,752877,42450,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17677,FY2022Q1,Wine,France Wine,France White Wine,3708027,157875,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17682,FY2022Q1,Wine,Georgia Wine,Georgia Red Wine,56840,3087,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17687,FY2022Q1,Wine,Georgia Wine,Georgia White Wine,736,27,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17692,FY2022Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17697,FY2022Q1,Wine,Germany Wine,Germany Red Wine,55550,1971,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17702,FY2022Q1,Wine,Germany Wine,Germany Rose Wine,15821,742,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17707,FY2022Q1,Wine,Germany Wine,Germany Sparkling Wine,446104,27808,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17712,FY2022Q1,Wine,Germany Wine,Germany White Wine,1020682,65025,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17717,FY2022Q1,Wine,Greece Wine,Greece Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17722,FY2022Q1,Wine,Greece Wine,Greece Red Wine,51874,3804,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17727,FY2022Q1,Wine,Greece Wine,Greece Rose Wine,235,14,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17732,FY2022Q1,Wine,Greece Wine,Greece Sparkling Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17737,FY2022Q1,Wine,Greece Wine,Greece White Wine,67572,5480,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17742,FY2022Q1,Wine,Hungary Wine,Hungary Fruit and Dessert Wine,14223,242,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17747,FY2022Q1,Wine,Hungary Wine,Hungary Red Wine,26535,2068,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17752,FY2022Q1,Wine,Hungary Wine,Hungary Rose Wine,980,72,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17757,FY2022Q1,Wine,Hungary Wine,Hungary Sparkling Wine,65539,5166,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17762,FY2022Q1,Wine,Hungary Wine,Hungary White Wine,133522,11948,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17767,FY2022Q1,Wine,Israel Wine,Israel Red Wine,38192,1809,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17772,FY2022Q1,Wine,Israel Wine,Israel Rose Wine,3503,198,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17777,FY2022Q1,Wine,Israel Wine,Israel White Wine,9889,477,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17782,FY2022Q1,Wine,Italy Wine,Italy Fruit and Dessert Wine,11714,114,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17787,FY2022Q1,Wine,Italy Wine,Italy Red Wine,10866677,546498,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17792,FY2022Q1,Wine,Italy Wine,Italy Rose Wine,315918,18143,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17797,FY2022Q1,Wine,Italy Wine,Italy Sparkling Wine,2731539,150612,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17802,FY2022Q1,Wine,Italy Wine,Italy White Wine,5222809,387423,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17807,FY2022Q1,Wine,Italy Wine,Prosecco Wine,5838746,306403,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17812,FY2022Q1,Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17817,FY2022Q1,Wine,New Zealand Wine,New Zealand Red Wine,523932,23750,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17822,FY2022Q1,Wine,New Zealand Wine,New Zealand Rose Wine,777305,45089,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17827,FY2022Q1,Wine,New Zealand Wine,New Zealand Sparkling Wine,97499,4748,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17832,FY2022Q1,Wine,New Zealand Wine,New Zealand White Wine,11955763,671343,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17837,FY2022Q1,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,392393,21211,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17842,FY2022Q1,Wine,Other Country Wine,Other Country Red Wine,127922,5917,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17847,FY2022Q1,Wine,Other Country Wine,Other Country Rose Wine,6893,306,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17852,FY2022Q1,Wine,Other Country Wine,Other Country Sparkling Wine,7800,248,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17857,FY2022Q1,Wine,Other Country Wine,Other Country White Wine,50973,1984,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17862,FY2022Q1,Wine,Other Style Wine,Aperitif And Flavoured Wine,161290,10558,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17867,FY2022Q1,Wine,Other Style Wine,Mead,113161,5153,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17872,FY2022Q1,Wine,Other Style Wine,Rice Wine,65664,5185,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17877,FY2022Q1,Wine,Portugal Wine,Portugal Fruit and Dessert Wine,4131,104,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17882,FY2022Q1,Wine,Portugal Wine,Portugal Red Wine,925526,79241,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17887,FY2022Q1,Wine,Portugal Wine,Portugal Rose Wine,274459,28760,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17892,FY2022Q1,Wine,Portugal Wine,Portugal Sparkling Wine,8450,375,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17897,FY2022Q1,Wine,Portugal Wine,Portugal White Wine,633842,52401,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17902,FY2022Q1,Wine,Sake,Japan Sake,1610470,49398,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17907,FY2022Q1,Wine,Sake,Other Country Sake,83479,4392,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17912,FY2022Q1,Wine,Sake,USA Sake,603235,61552,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17917,FY2022Q1,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17922,FY2022Q1,Wine,South Africa Wine,South Africa Red Wine,1139683,97877,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17927,FY2022Q1,Wine,South Africa Wine,South Africa Rose Wine,94504,6768,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17932,FY2022Q1,Wine,South Africa Wine,South Africa Sparkling Wine,5597,256,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17937,FY2022Q1,Wine,South Africa Wine,South Africa White Wine,1041338,99262,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17942,FY2022Q1,Wine,Spain Wine,Spain Fruit and Dessert Wine,9179,329,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17947,FY2022Q1,Wine,Spain Wine,Spain Red Wine,4666716,403298,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17952,FY2022Q1,Wine,Spain Wine,Spain Rose Wine,407345,54358,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17957,FY2022Q1,Wine,Spain Wine,Spain Sparkling Wine,1087464,66892,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17962,FY2022Q1,Wine,Spain Wine,Spain White Wine,667695,69019,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17967,FY2022Q1,Wine,USA Wine,USA Fruit and Dessert Wine,771,32,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17972,FY2022Q1,Wine,USA Wine,USA Red Wine,25016692,1138069,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17977,FY2022Q1,Wine,USA Wine,USA Rose Wine,1807846,152767,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17982,FY2022Q1,Wine,USA Wine,USA Sparkling Wine,333185,15100,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17987,FY2022Q1,Wine,USA Wine,USA White Wine,6820735,439909,2022,Q1,06-30,2021-06-30,2021,summer,Q2,21-Q2,2021
17992,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,123665089,35266771,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
17997,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,43029769,8836299,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18002,FY2022Q2,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,49851795,13308480,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18007,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,46494521,10962503,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18012,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,197529,29757,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18017,FY2022Q2,Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,796307,217704,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18022,FY2022Q2,Beer,Import Beer,Asia And South Pacific Beer,1397488,254727,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18027,FY2022Q2,Beer,Import Beer,Europe Beer,21251444,4771033,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18032,FY2022Q2,Beer,Import Beer,Mexico And Caribbean Beer,3548843,713914,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18037,FY2022Q2,Beer,Import Beer,Other Country Beer,114219,26905,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18042,FY2022Q2,Beer,Import Beer,USA Beer,1580502,313247,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18047,FY2022Q2,Refresh Bev,Cider,Domestic Cider,21308496,4511949,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18052,FY2022Q2,Refresh Bev,Cider,Import Cider,3280722,707932,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18057,FY2022Q2,Refresh Bev,Coolers,Malt-Based Coolers,471543,94253,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
18062,FY2022Q2,Refresh Bev,Coolers,Spirit Coolers,101628892,22001707,2022,Q2,09-30,2021-09-30,2021,summer,Q3,21-Q3,2021
